类型,货币,金额,汇率（相对本位币）,项目,分类,父类,账户,付款,收款,日期,标签,备注,clean_amount,amount_abs,flow_direction,clean_date,date_valid,clean_project,is_transfer,transfer_subtype,is_refund,is_loan,cny_amount,valid_for_stats,corrected_type,category_l1,category_l2,is_fixed_expense,is_travel,year,month,quarter,day_of_week,is_weekend,is_holiday,holiday_name,is_around_holiday,is_capital_expense,is_outlier,life_stage,month_complete,is_purchase_support
支出,CNY,¥-22,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/16 16:54,,,-22.0,22.0,支出,2023-12-16 16:54:00,True,,False,,False,False,22.0,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,"¥-1,000",1,,护肤/理发,,招行工资卡,,,2023/12/16 16:50,,理发,-1000.0,1000.0,支出,2023-12-16 16:50:00,True,,False,,False,False,1000.0,True,支出,个护,综合,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-16.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/16 16:50,,,-16.2,16.2,支出,2023-12-16 16:50:00,True,,False,,False,False,16.2,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.04,1,,利息收入,其他收入,招行工资卡,,,2023/12/16 15:34,,,2.04,2.04,收入,2023-12-16 15:34:00,True,,False,,False,False,2.04,True,收入,理财,利息,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/15 17:00,,,-6.0,6.0,支出,2023-12-15 17:00:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.86,1,,利息收入,其他收入,招行工资卡,,,2023/12/15 16:55,,,1.86,1.86,收入,2023-12-15 16:55:00,True,,False,,False,False,1.86,True,收入,理财,利息,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-26.30,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/15 16:55,,,-26.3,26.3,支出,2023-12-15 16:55:00,True,,False,,False,False,26.3,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/15 16:50,,,-25.0,25.0,支出,2023-12-15 16:50:00,True,,False,,False,False,25.0,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/14 17:00,,,-6.0,6.0,支出,2023-12-14 17:00:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.97,1,,利息收入,其他收入,招行工资卡,,,2023/12/14 16:55,,,1.97,1.97,收入,2023-12-14 16:55:00,True,,False,,False,False,1.97,True,收入,理财,利息,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-7,1,,早午晚餐,日常消费,微信余额,,,2023/12/14 16:50,,,-7.0,7.0,支出,2023-12-14 16:50:00,True,,False,,False,False,7.0,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-29.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/14 16:50,,,-29.2,29.2,支出,2023-12-14 16:50:00,True,,False,,False,False,29.2,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-100,1,,水电,房子,招行工资卡,,,2023/12/14 16:50,,,-100.0,100.0,支出,2023-12-14 16:50:00,True,,False,,False,False,100.0,True,支出,居住,水电,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/14 16:50,,,-19.9,19.9,支出,2023-12-14 16:50:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/13 17:00,,,-6.0,6.0,支出,2023-12-13 17:00:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥2,1,,利息收入,其他收入,招行工资卡,,,2023/12/13 16:55,,,2.0,2.0,收入,2023-12-13 16:55:00,True,,False,,False,False,2.0,True,收入,理财,利息,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6.70,1,,早午晚餐,日常消费,微信余额,,,2023/12/13 16:50,,,-6.7,6.7,支出,2023-12-13 16:50:00,True,,False,,False,False,6.7,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25,1,,早午晚餐,日常消费,微信余额,,,2023/12/13 16:50,,,-25.0,25.0,支出,2023-12-13 16:50:00,True,,False,,False,False,25.0,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-7,1,,早午晚餐,日常消费,微信余额,,,2023/12/12 21:08,,,-7.0,7.0,支出,2023-12-12 21:08:00,True,,False,,False,False,7.0,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/12 21:08,,,-6.0,6.0,支出,2023-12-12 21:08:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,微信余额,,,2023/12/12 21:08,,,-19.9,19.9,支出,2023-12-12 21:08:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,微信余额,,,2023/12/12 21:08,,,-19.9,19.9,支出,2023-12-12 21:08:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.75,1,,利息收入,其他收入,招行工资卡,,,2023/12/12 16:55,,,1.75,1.75,收入,2023-12-12 16:55:00,True,,False,,False,False,1.75,True,收入,理财,利息,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-24.40,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/11 23:30,,,-24.4,24.4,支出,2023-12-11 23:30:00,True,,False,,False,False,24.4,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥50,1,,信用卡还款,,,微信余额,公交卡,2023/12/11 23:11,,,50.0,50.0,转账,2023-12-11 23:11:00,True,,True,信用卡还款,False,True,50.0,False,转账,转账,信用卡还款,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/11 23:10,,,-6.0,6.0,支出,2023-12-11 23:10:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6.70,1,,早午晚餐,日常消费,微信余额,,,2023/12/11 23:08,,,-6.7,6.7,支出,2023-12-11 23:08:00,True,,False,,False,False,6.7,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.85,1,,利息收入,其他收入,招行工资卡,,,2023/12/11 21:09,,,1.85,1.85,收入,2023-12-11 21:09:00,True,,False,,False,False,1.85,True,收入,理财,利息,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.13,1,,利息收入,其他收入,招行工资卡,,,2023/12/10 23:30,,,2.13,2.13,收入,2023-12-10 23:30:00,True,,False,,False,False,2.13,True,收入,理财,利息,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
转账,CNY,¥244,1,,账户互转,,,招行工资卡,微信余额,2023/12/10 23:30,,,244.0,244.0,转账,2023-12-10 23:30:00,True,,True,账户互转,False,False,244.0,False,转账,转账,账户互转,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-103,1,,玩乐,日常消费,招行工资卡,,,2023/12/10 23:30,,,-103.0,103.0,支出,2023-12-10 23:30:00,True,,False,,False,False,103.0,True,支出,娱乐,休闲玩乐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-22.28,1,,打车,交通,招行工资卡,,,2023/12/10 23:30,,,-22.28,22.28,支出,2023-12-10 23:30:00,True,,False,,False,False,22.28,True,支出,交通,打车,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-20.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/10 23:30,,,-20.9,20.9,支出,2023-12-10 23:30:00,True,,False,,False,False,20.9,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-100.05,1,,玩乐,日常消费,微信余额,,,2023/12/10 23:09,,,-100.05,100.05,支出,2023-12-10 23:09:00,True,,False,,False,False,100.05,True,支出,娱乐,休闲玩乐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.09,1,,利息收入,其他收入,招行工资卡,,,2023/12/9 23:30,,,2.09,2.09,收入,2023-12-09 23:30:00,True,,False,,False,False,2.09,True,收入,理财,利息,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-20.80,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/9 23:30,,,-20.8,20.8,支出,2023-12-09 23:30:00,True,,False,,False,False,20.8,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-27.58,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/9 23:30,,,-27.58,27.58,支出,2023-12-09 23:30:00,True,,False,,False,False,27.58,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-99,1,,日常消费,,招行工资卡,,,2023/12/9 23:30,,键鼠套装,-99.0,99.0,支出,2023-12-09 23:30:00,True,,False,,False,False,99.0,True,支出,其他,未分类,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.93,1,,利息收入,其他收入,招行工资卡,,,2023/12/8 23:30,,,1.93,1.93,收入,2023-12-08 23:30:00,True,,False,,False,False,1.93,True,收入,理财,利息,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-17.78,1,,日常消费,,招行工资卡,,,2023/12/8 23:30,,口罩,-17.78,17.78,支出,2023-12-08 23:30:00,True,,False,,False,False,17.78,True,支出,其他,未分类,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-26.30,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/8 23:30,,,-26.3,26.3,支出,2023-12-08 23:30:00,True,,False,,False,False,26.3,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-28.67,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/8 23:30,,,-28.67,28.67,支出,2023-12-08 23:30:00,True,,False,,False,False,28.67,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.07,1,,利息收入,其他收入,招行工资卡,,,2023/12/7 23:30,,,2.07,2.07,收入,2023-12-07 23:30:00,True,,False,,False,False,2.07,True,收入,理财,利息,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
收入,CNY,"¥2,956",1,,工资收入,职业收入,北京公积金,,,2023/12/7 23:30,,余额校正产生的烂账,2956.0,2956.0,收入,2023-12-07 23:30:00,True,,False,,False,False,2956.0,True,收入,工资,基本工资,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,日常消费,,微信余额,,,2023/12/7 23:28,,,-6.0,6.0,支出,2023-12-07 23:28:00,True,,False,,False,False,6.0,True,支出,其他,未分类,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/7 23:26,,,-20.0,20.0,支出,2023-12-07 23:26:00,True,,False,,False,False,20.0,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-15,1,,会员,电子消费,招行工资卡,,,2023/12/7 23:26,,绿钻,-15.0,15.0,支出,2023-12-07 23:26:00,True,,False,,False,False,15.0,True,支出,数字消费,会员订阅,True,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-91.43,1,,聚餐/请客,日常消费,招行工资卡,,,2023/12/7 23:26,,羊蝎子,-91.43,91.43,支出,2023-12-07 23:26:00,True,,False,,False,False,91.43,True,支出,社交,聚餐请客,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-1.50,1,,公交/地铁/共享单车,交通,微信余额,,,2023/12/6 23:29,,,-1.5,1.5,支出,2023-12-06 23:29:00,True,,False,,False,False,1.5,True,支出,交通,公共交通,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/6 23:27,,,-23.9,23.9,支出,2023-12-06 23:27:00,True,,False,,False,False,23.9,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-24.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/6 23:27,,,-24.9,24.9,支出,2023-12-06 23:27:00,True,,False,,False,False,24.9,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.02,1,,利息收入,其他收入,招行工资卡,,,2023/12/6 23:26,,,2.02,2.02,收入,2023-12-06 23:26:00,True,,False,,False,False,2.02,True,收入,理财,利息,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.49,1,,利息收入,其他收入,招行工资卡,,,2023/12/5 23:28,,,1.49,1.49,收入,2023-12-05 23:28:00,True,,False,,False,False,1.49,True,收入,理财,利息,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-29.34,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/5 23:27,,,-29.34,29.34,支出,2023-12-05 23:27:00,True,,False,,False,False,29.34,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-99.80,1,,衣服,日常消费,招行工资卡,,,2023/12/5 22:28,,打底衫,-99.8,99.8,支出,2023-12-05 22:28:00,True,,False,,False,False,99.8,True,支出,购物,服饰,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,"¥-1,491.90",1,,衣服,日常消费,招行工资卡,,,2023/12/5 22:28,,羽绒服,-1491.9,1491.9,支出,2023-12-05 22:28:00,True,,False,,False,False,1491.9,True,支出,购物,服饰,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/5 22:06,,,-19.9,19.9,支出,2023-12-05 22:06:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
收入,CNY,"¥10,477.51",1,,工资收入,职业收入,招行工资卡,,,2023/12/5 22:04,,,10477.51,10477.51,收入,2023-12-05 22:04:00,True,,False,,False,False,10477.51,True,收入,工资,基本工资,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-30,1,,会员,电子消费,招行工资卡,,,2023/12/5 22:04,,部落冲突,-30.0,30.0,支出,2023-12-05 22:04:00,True,,False,,False,False,30.0,True,支出,数字消费,会员订阅,True,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-1.50,1,,公交/地铁/共享单车,交通,微信余额,,,2023/12/4 22:08,,,-1.5,1.5,支出,2023-12-04 22:08:00,True,,False,,False,False,1.5,True,支出,交通,公共交通,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,微信余额,,,2023/12/4 22:08,,,-5.5,5.5,支出,2023-12-04 22:08:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/4 22:06,,,-23.9,23.9,支出,2023-12-04 22:06:00,True,,False,,False,False,23.9,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/4 22:06,,,-25.0,25.0,支出,2023-12-04 22:06:00,True,,False,,False,False,25.0,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.55,1,,利息收入,其他收入,招行工资卡,,,2023/12/4 22:04,,,1.55,1.55,收入,2023-12-04 22:04:00,True,,False,,False,False,1.55,True,收入,理财,利息,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.61,1,,利息收入,其他收入,招行工资卡,,,2023/12/3 22:06,,,1.61,1.61,收入,2023-12-03 22:06:00,True,,False,,False,False,1.61,True,收入,理财,利息,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/3 21:23,,,-23.2,23.2,支出,2023-12-03 21:23:00,True,,False,,False,False,23.2,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25.88,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/3 21:23,,,-25.88,25.88,支出,2023-12-03 21:23:00,True,,False,,False,False,25.88,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.58,1,,利息收入,其他收入,招行工资卡,,,2023/12/2 21:23,,,1.58,1.58,收入,2023-12-02 21:23:00,True,,False,,False,False,1.58,True,收入,理财,利息,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-52.40,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/2 20:52,,,-52.4,52.4,支出,2023-12-02 20:52:00,True,,False,,False,False,52.4,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-12.49,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/2 20:52,,,-12.49,12.49,支出,2023-12-02 20:52:00,True,,False,,False,False,12.49,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-57,1,,漏记支出,其他杂项,公交卡,,,2023/12/2 20:51,,余额校正产生的烂账,-57.0,57.0,支出,2023-12-02 20:51:00,True,,False,,False,False,57.0,True,支出,其他,漏记,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-1.50,1,,公交/地铁/共享单车,交通,招行工资卡,,,2023/12/1 20:53,,,-1.5,1.5,支出,2023-12-01 20:53:00,True,,False,,False,False,1.5,True,支出,交通,公共交通,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,吃喝,日常消费,招行工资卡,,,2023/12/1 20:53,,,-6.0,6.0,支出,2023-12-01 20:53:00,True,,False,,False,False,6.0,True,支出,餐饮,小吃饮品,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.52,1,,利息收入,其他收入,招行工资卡,,,2023/12/1 20:52,,,1.52,1.52,收入,2023-12-01 20:52:00,True,,False,,False,False,1.52,True,收入,理财,利息,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-193.78,1,,聚餐/请客,日常消费,微信余额,,,2023/12/1 20:48,,酒吧+KTV,-193.78,193.78,支出,2023-12-01 20:48:00,True,,False,,False,False,193.78,True,支出,社交,聚餐请客,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥205,1,,账户互转,,,招行工资卡,微信余额,2023/12/1 20:43,,,205.0,205.0,转账,2023-12-01 20:43:00,True,,True,账户互转,False,False,205.0,False,转账,转账,账户互转,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
